contigID	sample	contig	BGC category	BGC product	core start	core end	NRPS	PKS	RiPP	other	terpene
SRR3989440_k141_5734196	SRR3989440	k141_5734196	RiPP	RRE-containing	20164	20419	0	0	1	0	0
SRR3989440_k141_8600895	SRR3989440	k141_8600895	NRPS	NRPS-like	1119	3678	1	0	0	0	0
SRR3989440_k141_3389047	SRR3989440	k141_3389047	PKS	T1PKS	9348	14037	0	1	0	0	0
SRR3989440_k141_2492017	SRR3989440	k141_2492017	other	betalactone	3281	12628	0	0	0	1	0
SRR3989440_k141_8349300	SRR3989440	k141_8349300	RiPP	redox-cofactor	695	2819	0	0	1	0	0
SRR3989440_k141_3603174	SRR3989440	k141_3603174	NRPS	NRPS-like	11376	12252	1	0	0	0	0
SRR3989440_k141_3603174	SRR3989440	k141_3603174	NRPS	NRPS-like	11376	12252	1	0	0	0	0
SRR3989440_k141_6010868	SRR3989440	k141_6010868	terpene	terpene	1270	3286	0	0	0	0	1
SRR3989440_k141_6522159	SRR3989440	k141_6522159	RiPP	redox-cofactor	2168	4265	0	0	1	0	0
SRR3989440_k141_8943407	SRR3989440	k141_8943407	terpene	terpene	52496	54497	0	0	0	0	1
SRR3989440_k141_8586434	SRR3989440	k141_8586434	RiPP	lassopeptide	3029	5331	0	0	1	0	0
