contigID	sample	contig	BGC category	BGC product	core start	core end	NRPS	PKS	RiPP	other	terpene
SRR9040676_k141_2452542	SRR9040676	k141_2452542	other	hserlactone	1424	2414	0	0	0	1	0
SRR9040676_k141_655323	SRR9040676	k141_655323	RiPP	RRE-containing	22555	22939	0	0	1	0	0
SRR9040676_k141_4580332	SRR9040676	k141_4580332	NRPS	NRPS-like	1152	3861	1	0	0	0	0
SRR9040676_k141_4583743	SRR9040676	k141_4583743	terpene	terpene	16664	17591	0	0	0	0	1
SRR9040676_k141_4583818	SRR9040676	k141_4583818	PKS	T1PKS	3563	9500	0	1	0	0	0
SRR9040676_k141_2465231	SRR9040676	k141_2465231	PKS	T1PKS	1231	5692	0	1	0	0	0
SRR9040676_k141_2956286	SRR9040676	k141_2956286	PKS	T1PKS	0	4239	0	1	0	0	0
SRR9040676_k141_2956286	SRR9040676	k141_2956286	PKS	T1PKS	0	4239	0	1	0	0	0
SRR9040676_k141_1322856	SRR9040676	k141_1322856	PKS	T1PKS	2	2882	0	1	0	0	0
SRR9040676_k141_16692	SRR9040676	k141_16692	RiPP	redox-cofactor	6251	8895	0	0	1	0	0
SRR9040676_k141_4592551	SRR9040676	k141_4592551	PKS	T1PKS	21131	33674	0	1	0	0	0
SRR9040676_k141_3458114	SRR9040676	k141_3458114	RiPP	redox-cofactor	7911	9970	0	0	1	0	0
SRR9040676_k141_1010232	SRR9040676	k141_1010232	NRPS	NRPS	8495	11726	1	0	0	0	0
SRR9040676_k141_4117467	SRR9040676	k141_4117467	RiPP	LAP	736	4480	0	0	1	0	0
SRR9040676_k141_2650804	SRR9040676	k141_2650804	other	indole	3536	6827	0	0	0	1	0
SRR9040676_k141_3141288	SRR9040676	k141_3141288	RiPP	RRE-containing	1	175	0	0	1	0	0
SRR9040676_k141_2158726	SRR9040676	k141_2158726	PKS	T1PKS	1	2623	0	1	0	0	0
SRR9040676_k141_2330017	SRR9040676	k141_2330017	PKS	T3PKS	34898	35933	0	1	0	0	0
SRR9040676_k141_2330017	SRR9040676	k141_2330017	PKS	T3PKS	34898	35933	0	1	0	0	0
SRR9040676_k141_4131193	SRR9040676	k141_4131193	NRPS	NRPS	3964	7819	1	0	0	0	0
SRR9040676_k141_4131193	SRR9040676	k141_4131193	NRPS	NRPS	3964	7819	1	0	0	0	0
SRR9040676_k141_4791397	SRR9040676	k141_4791397	terpene	terpene	3969	8874	0	0	0	0	1
SRR9040676_k141_218224	SRR9040676	k141_218224	RiPP	ranthipeptide	6256	7596	0	0	1	0	0
SRR9040676_k141_5127784	SRR9040676	k141_5127784	NRPS	NRPS-like	4233	12087	1	0	0	0	0
SRR9040676_k141_5127784	SRR9040676	k141_5127784	NRPS	NRPS-like	4233	12087	1	0	0	0	0
SRR9040676_k141_2191761	SRR9040676	k141_2191761	RiPP	lanthipeptide-class-i	2	3967	0	0	1	0	0
SRR9040676_k141_3499647	SRR9040676	k141_3499647	terpene	terpene	9602	11290	0	0	0	0	1
SRR9040676_k141_3667052	SRR9040676	k141_3667052	PKS	T3PKS	2018	3068	0	1	0	0	0
SRR9040676_k141_736544	SRR9040676	k141_736544	PKS	T1PKS	1	6316	0	1	0	0	0
SRR9040676_k141_580516	SRR9040676	k141_580516	terpene	terpene	3023	9621	0	0	0	0	1
SRR9040676_k141_4179321	SRR9040676	k141_4179321	PKS	T1PKS	1284	7722	0	1	0	0	0
SRR9040676_k141_4361294	SRR9040676	k141_4361294	PKS	T3PKS	21985	23092	0	1	0	0	0
SRR9040676_k141_1419209	SRR9040676	k141_1419209	other	other	4686	5343	0	0	0	1	0
SRR9040676_k141_2083544	SRR9040676	k141_2083544	terpene	terpene	17996	22963	0	0	0	0	1
SRR9040676_k141_2083544	SRR9040676	k141_2083544	RiPP	lanthipeptide-class-ii	56785	60025	0	0	1	0	0
SRR9040676_k141_2407865	SRR9040676	k141_2407865	RiPP	RiPP-like	4546	5407	0	0	1	0	0
SRR9040676_k141_2430005	SRR9040676	k141_2430005	other	hydrogen-cyanide	8680	11461	0	0	0	1	0
SRR9040676_k141_1774922	SRR9040676	k141_1774922	PKS	arylpolyene	2263	3469	0	1	0	0	0
SRR9040676_k141_1774922	SRR9040676	k141_1774922	PKS	arylpolyene	2263	3469	0	1	0	0	0
SRR9040676_k141_961623	SRR9040676	k141_961623	RiPP	RRE-containing	5498	8039	0	0	1	0	0
SRR9040676_k141_967667	SRR9040676	k141_967667	NRPS	NRPS-like	2678	5918	1	0	0	0	0
SRR9040676_k141_972900	SRR9040676	k141_972900	RiPP	redox-cofactor	2665	4863	0	0	1	0	0
SRR9040676_k141_4731459	SRR9040676	k141_4731459	NRPS	NAPAA	5444	9263	1	0	0	0	0
SRR9040676_k141_5057603	SRR9040676	k141_5057603	PKS	T3PKS	61	1123	0	1	0	0	0
SRR9040676_k141_2774177	SRR9040676	k141_2774177	terpene	terpene	8204	12656	0	0	0	0	1
SRR9040676_k141_490064	SRR9040676	k141_490064	RiPP	LAP	0	3780	0	0	1	0	0
