contigID	sample	contig	BGC category	BGC product	core start	core end	NRPS	PKS	RiPP	other	terpene
SRR3952299_k141_3625390	SRR3952299	k141_3625390	terpene	terpene	6761	7598	0	0	0	0	1
SRR3952299_k141_11479466	SRR3952299	k141_11479466	terpene	terpene	1074	1911	0	0	0	0	1
SRR3952299_k141_7253006	SRR3952299	k141_7253006	other	betalactone	36941	39901	0	0	0	1	0
SRR3952299_k141_2423386	SRR3952299	k141_2423386	terpene	terpene	22990	24984	0	0	0	0	1
SRR3952299_k141_4839202	SRR3952299	k141_4839202	terpene	terpene	14377	16793	0	0	0	0	1
SRR3952299_k141_8464682	SRR3952299	k141_8464682	terpene	terpene	249	1245	0	0	0	0	1
SRR3952299_k141_3635721	SRR3952299	k141_3635721	other	betalactone	2618	12438	0	0	0	1	0
SRR3952299_k141_11484999	SRR3952299	k141_11484999	terpene	terpene	5968	6874	0	0	0	0	1
SRR3952299_k141_6053563	SRR3952299	k141_6053563	terpene	terpene	8241	9078	0	0	0	0	1
SRR3952299_k141_6665734	SRR3952299	k141_6665734	RiPP	proteusin	14013	15588	0	0	1	0	0
SRR3952299_k141_6665734	SRR3952299	k141_6665734	RiPP	proteusin	14013	15588	0	0	1	0	0
SRR3952299_k141_3052219	SRR3952299	k141_3052219	NRPS	NRPS-like	6595	8446	1	0	0	0	0
SRR3952299_k141_2449802	SRR3952299	k141_2449802	terpene	terpene	3695	5276	0	0	0	0	1
SRR3952299_k141_3063090	SRR3952299	k141_3063090	terpene	terpene	98	1031	0	0	0	0	1
SRR3952299_k141_10913172	SRR3952299	k141_10913172	terpene	terpene	9420	10341	0	0	0	0	1
SRR3952299_k141_5485076	SRR3952299	k141_5485076	other	betalactone	77631	90627	0	0	0	1	0
SRR3952299_k141_3681797	SRR3952299	k141_3681797	terpene	terpene	6056	6857	0	0	0	0	1
SRR3952299_k141_10927711	SRR3952299	k141_10927711	other	phosphonate	47914	64138	0	0	0	1	0
SRR3952299_k141_10928857	SRR3952299	k141_10928857	other	hydrogen-cyanide	7816	10640	0	0	0	1	0
SRR3952299_k141_11535216	SRR3952299	k141_11535216	other	betalactone	2068	9801	0	0	0	1	0
SRR3952299_k141_3087149	SRR3952299	k141_3087149	PKS	T3PKS	4964	6017	0	1	0	0	0
SRR3952299_k141_6710170	SRR3952299	k141_6710170	terpene	terpene	9550	10567	0	0	0	0	1
SRR3952299_k141_10944682	SRR3952299	k141_10944682	terpene	terpene	6052	8066	0	0	0	0	1
SRR3952299_k141_7328931	SRR3952299	k141_7328931	other	ectoine	13783	14173	0	0	0	1	0
SRR3952299_k141_9746223	SRR3952299	k141_9746223	other	hydrogen-cyanide	4832	7731	0	0	0	1	0
SRR3952299_k141_3720996	SRR3952299	k141_3720996	PKS	T1PKS	11456	20297	0	1	0	0	0
SRR3952299_k141_1905773	SRR3952299	k141_1905773	NRPS	NRPS	1890	19795	1	0	0	0	0
SRR3952299_k141_4934540	SRR3952299	k141_4934540	RiPP	RiPP-like	7011	7848	0	0	1	0	0
SRR3952299_k141_9172313	SRR3952299	k141_9172313	PKS	T3PKS	176693	177854	0	1	0	0	0
SRR3952299_k141_4345697	SRR3952299	k141_4345697	RiPP	RiPP-like	6011	8207	0	0	1	0	0
SRR3952299_k141_4348586	SRR3952299	k141_4348586	terpene	terpene	5470	6310	0	0	0	0	1
SRR3952299_k141_6768603	SRR3952299	k141_6768603	terpene	terpene	21356	21893	0	0	0	0	1
SRR3952299_k141_9791116	SRR3952299	k141_9791116	terpene	terpene	5840	8185	0	0	0	0	1
SRR3952299_k141_6775551	SRR3952299	k141_6775551	terpene	terpene	10841	11684	0	0	0	0	1
SRR3952299_k141_10993614	SRR3952299	k141_10993614	terpene	terpene	5553	6396	0	0	0	0	1
SRR3952299_k141_9203320	SRR3952299	k141_9203320	NRPS	NRPS	32831	40142	1	0	0	0	0
SRR3952299_k141_9203320	SRR3952299	k141_9203320	NRPS	NRPS	32831	40142	1	0	0	0	0
SRR3952299_k141_8604156	SRR3952299	k141_8604156	PKS	arylpolyene	3021	16993	0	1	0	0	0
SRR3952299_k141_11617846	SRR3952299	k141_11617846	PKS	hglE-KS	11134	18937	0	1	0	0	0
SRR3952299_k141_11617846	SRR3952299	k141_11617846	PKS	hglE-KS	11134	18937	0	1	0	0	0
SRR3952299_k141_4378145	SRR3952299	k141_4378145	terpene	terpene	9626	10634	0	0	0	0	1
SRR3952299_k141_3175808	SRR3952299	k141_3175808	other	betalactone	73598	84866	0	0	0	1	0
SRR3952299_k141_10421380	SRR3952299	k141_10421380	RiPP	RiPP-like	8022	8892	0	0	1	0	0
SRR3952299_k141_6194283	SRR3952299	k141_6194283	terpene	terpene	24424	25447	0	0	0	0	1
SRR3952299_k141_9832611	SRR3952299	k141_9832611	terpene	terpene	17857	19867	0	0	0	0	1
SRR3952299_k141_11035069	SRR3952299	k141_11035069	PKS	arylpolyene	13533	20123	0	1	0	0	0
SRR3952299_k141_5608641	SRR3952299	k141_5608641	terpene	terpene	8607	10633	0	0	0	0	1
SRR3952299_k141_9241548	SRR3952299	k141_9241548	terpene	terpene	0	8673	0	0	0	0	1
SRR3952299_k141_8022086	SRR3952299	k141_8022086	RiPP	RiPP-like	104784	105651	0	0	1	0	0
SRR3952299_k141_10459104	SRR3952299	k141_10459104	terpene	terpene	12463	14393	0	0	0	0	1
SRR3952299_k141_1408515	SRR3952299	k141_1408515	terpene	terpene	8379	9534	0	0	0	0	1
SRR3952299_k141_2009685	SRR3952299	k141_2009685	terpene	terpene	11954	13307	0	0	0	0	1
SRR3952299_k141_7456008	SRR3952299	k141_7456008	terpene	terpene	3956	4808	0	0	0	0	1
SRR3952299_k141_3837424	SRR3952299	k141_3837424	other	betalactone	23931	26899	0	0	0	1	0
SRR3952299_k141_814334	SRR3952299	k141_814334	NRPS	NRP-metallophore	10790	33822	1	0	0	0	0
SRR3952299_k141_814334	SRR3952299	k141_814334	NRPS	NRP-metallophore	10790	33822	1	0	0	0	0
SRR3952299_k141_814334	SRR3952299	k141_814334	NRPS	NRP-metallophore	10790	33822	1	0	0	0	0
SRR3952299_k141_3844552	SRR3952299	k141_3844552	RiPP	RRE-containing	58776	59229	0	0	1	0	0
SRR3952299_k141_7477144	SRR3952299	k141_7477144	RiPP	RiPP-like	1	910	0	0	1	0	0
SRR3952299_k141_9289468	SRR3952299	k141_9289468	terpene	terpene	21671	22271	0	0	0	0	1
SRR3952299_k141_8072955	SRR3952299	k141_8072955	other	phosphonate	600	5115	0	0	0	1	0
SRR3952299_k141_247337	SRR3952299	k141_247337	other	ectoine	19169	19574	0	0	0	1	0
SRR3952299_k141_4473280	SRR3952299	k141_4473280	PKS	arylpolyene	82435	89530	0	1	0	0	0
SRR3952299_k141_2048926	SRR3952299	k141_2048926	terpene	terpene	3800	5811	0	0	0	0	1
SRR3952299_k141_2687033	SRR3952299	k141_2687033	terpene	terpene	41838	42765	0	0	0	0	1
SRR3952299_k141_6911069	SRR3952299	k141_6911069	PKS	arylpolyene	6859	10450	0	1	0	0	0
SRR3952299_k141_11762908	SRR3952299	k141_11762908	terpene	terpene	2271	4261	0	0	0	0	1
SRR3952299_k141_11149690	SRR3952299	k141_11149690	RiPP	RRE-containing	3366	3672	0	0	1	0	0
SRR3952299_k141_3942827	SRR3952299	k141_3942827	other	phosphonate	6248	8185	0	0	0	1	0
SRR3952299_k141_3945547	SRR3952299	k141_3945547	NRPS	NRPS-like	10625	13940	1	0	0	0	0
SRR3952299_k141_5747681	SRR3952299	k141_5747681	RiPP	RiPP-like	1465	2326	0	0	1	0	0
SRR3952299_k141_2137579	SRR3952299	k141_2137579	NRPS	NRPS-like	13890	15831	1	0	0	0	0
SRR3952299_k141_11841111	SRR3952299	k141_11841111	RiPP	RiPP-like	10368	12555	0	0	1	0	0
