contigID	sample	contig	BGC category	BGC product	core start	core end	NRPS	PKS	RiPP	other	terpene
SRR5207236_k141_4999075	SRR5207236	k141_4999075	terpene	terpene	1	1744	0	0	0	0	1
SRR5207236_k141_10329471	SRR5207236	k141_10329471	RiPP	RiPP-like	7470	8379	0	0	1	0	0
SRR5207236_k141_8116	SRR5207236	k141_8116	NRPS	NRPS-like	524	3101	1	0	0	0	0
SRR5207236_k141_9577	SRR5207236	k141_9577	RiPP	RRE-containing	10030	10306	0	0	1	0	0
SRR5207236_k141_3342897	SRR5207236	k141_3342897	NRPS	NRPS	1	6034	1	0	0	0	0
SRR5207236_k141_3342897	SRR5207236	k141_3342897	NRPS	NRPS	1	6034	1	0	0	0	0
SRR5207236_k141_2677369	SRR5207236	k141_2677369	NRPS	NRPS	4570	8755	1	0	0	0	0
SRR5207236_k141_2677369	SRR5207236	k141_2677369	NRPS	NRPS	4570	8755	1	0	0	0	0
SRR5207236_k141_5675039	SRR5207236	k141_5675039	NRPS	NRPS-like	1776	3732	1	0	0	0	0
SRR5207236_k141_3011747	SRR5207236	k141_3011747	PKS	arylpolyene	26595	27789	0	1	0	0	0
SRR5207236_k141_2679484	SRR5207236	k141_2679484	RiPP	RiPP-like	2473	4495	0	0	1	0	0
SRR5207236_k141_4346372	SRR5207236	k141_4346372	RiPP	RRE-containing	7459	7735	0	0	1	0	0
SRR5207236_k141_1685684	SRR5207236	k141_1685684	RiPP	RRE-containing	62	425	0	0	1	0	0
SRR5207236_k141_10014212	SRR5207236	k141_10014212	terpene	terpene	1002	2853	0	0	0	0	1
SRR5207236_k141_7026477	SRR5207236	k141_7026477	RiPP	redox-cofactor	2784	4962	0	0	1	0	0
SRR5207236_k141_4363755	SRR5207236	k141_4363755	RiPP	redox-cofactor	8780	10859	0	0	1	0	0
SRR5207236_k141_5696933	SRR5207236	k141_5696933	RiPP	lassopeptide	8323	12730	0	0	1	0	0
SRR5207236_k141_5696933	SRR5207236	k141_5696933	RiPP	lassopeptide	8323	12730	0	0	1	0	0
SRR5207236_k141_4698601	SRR5207236	k141_4698601	PKS	T3PKS	7132	8218	0	1	0	0	0
SRR5207236_k141_5364858	SRR5207236	k141_5364858	RiPP	RiPP-like	17363	18209	0	0	1	0	0
SRR5207236_k141_3367654	SRR5207236	k141_3367654	terpene	terpene	2	7785	0	0	0	0	1
SRR5207236_k141_8364209	SRR5207236	k141_8364209	terpene	terpene	15111	16182	0	0	0	0	1
SRR5207236_k141_2703281	SRR5207236	k141_2703281	NRPS	NRPS-like	41964	44490	1	0	0	0	0
SRR5207236_k141_5040225	SRR5207236	k141_5040225	RiPP	redox-cofactor	3334	5458	0	0	1	0	0
SRR5207236_k141_381011	SRR5207236	k141_381011	NRPS	NRPS	1666	6328	1	0	0	0	0
SRR5207236_k141_5042181	SRR5207236	k141_5042181	NRPS	NRPS-like	2730	5283	1	0	0	0	0
SRR5207236_k141_9371214	SRR5207236	k141_9371214	other	betalactone	5651	13585	0	0	0	1	0
SRR5207236_k141_7708221	SRR5207236	k141_7708221	NRPS	NRPS-like	11907	14442	1	0	0	0	0
SRR5207236_k141_5379477	SRR5207236	k141_5379477	RiPP	RRE-containing	13726	14017	0	0	1	0	0
SRR5207236_k141_3048851	SRR5207236	k141_3048851	NRPS	NRPS-like	8059	11014	1	0	0	0	0
SRR5207236_k141_5048150	SRR5207236	k141_5048150	terpene	terpene	728	1769	0	0	0	0	1
SRR5207236_k141_5048266	SRR5207236	k141_5048266	terpene	terpene	15931	17658	0	0	0	0	1
SRR5207236_k141_6383858	SRR5207236	k141_6383858	other	betalactone	5176	12083	0	0	0	1	0
SRR5207236_k141_3722856	SRR5207236	k141_3722856	RiPP	RiPP-like	16232	17135	0	0	1	0	0
SRR5207236_k141_8717451	SRR5207236	k141_8717451	NRPS	NRPS-like	9960	12480	1	0	0	0	0
SRR5207236_k141_8387037	SRR5207236	k141_8387037	NRPS	NRPS	0	7442	1	0	0	0	0
SRR5207236_k141_6733399	SRR5207236	k141_6733399	terpene	terpene	5438	8602	0	0	0	0	1
SRR5207236_k141_5747407	SRR5207236	k141_5747407	NRPS	NRPS-like	3708	5670	1	0	0	0	0
SRR5207236_k141_4427581	SRR5207236	k141_4427581	PKS	T3PKS	14827	15955	0	1	0	0	0
SRR5207236_k141_10424268	SRR5207236	k141_10424268	RiPP	redox-cofactor	0	2080	0	0	1	0	0
SRR5207236_k141_7100434	SRR5207236	k141_7100434	NRPS	NRPS-like	6574	9304	1	0	0	0	0
SRR5207236_k141_2444422	SRR5207236	k141_2444422	NRPS	NAPAA	7097	11838	1	0	0	0	0
SRR5207236_k141_3447631	SRR5207236	k141_3447631	RiPP	redox-cofactor	6016	8155	0	0	1	0	0
SRR5207236_k141_6783128	SRR5207236	k141_6783128	RiPP	RRE-containing	16699	17014	0	0	1	0	0
SRR5207236_k141_2454931	SRR5207236	k141_2454931	NRPS	NRPS-like	11135	15488	1	0	0	0	0
SRR5207236_k141_10129379	SRR5207236	k141_10129379	RiPP	RRE-containing	15944	16244	0	0	1	0	0
SRR5207236_k141_9795892	SRR5207236	k141_9795892	NRPS	NRPS	7611	16938	1	0	0	0	0
SRR5207236_k141_808191	SRR5207236	k141_808191	PKS	T1PKS	9857	17516	0	1	0	0	0
SRR5207236_k141_141995	SRR5207236	k141_141995	RiPP	RRE-containing	24494	24923	0	0	1	0	0
SRR5207236_k141_7138083	SRR5207236	k141_7138083	NRPS	NRPS-like	1	2536	1	0	0	0	0
SRR5207236_k141_145263	SRR5207236	k141_145263	terpene	terpene	8850	13663	0	0	0	0	1
SRR5207236_k141_2810205	SRR5207236	k141_2810205	RiPP	RRE-containing	9131	9407	0	0	1	0	0
SRR5207236_k141_7808395	SRR5207236	k141_7808395	PKS	T1PKS	1484	6173	0	1	0	0	0
SRR5207236_k141_2484306	SRR5207236	k141_2484306	terpene	terpene	8815	10867	0	0	0	0	1
SRR5207236_k141_1159923	SRR5207236	k141_1159923	NRPS	NRPS-like	593	3317	1	0	0	0	0
SRR5207236_k141_3827562	SRR5207236	k141_3827562	PKS	T3PKS	13032	14172	0	1	0	0	0
SRR5207236_k141_8490881	SRR5207236	k141_8490881	NRPS	NRPS	288	4338	1	0	0	0	0
SRR5207236_k141_2498086	SRR5207236	k141_2498086	terpene	terpene	15831	19007	0	0	0	0	1
SRR5207236_k141_846755	SRR5207236	k141_846755	other	betalactone	5012	12775	0	0	0	1	0
SRR5207236_k141_526440	SRR5207236	k141_526440	NRPS	NRPS-like	5356	8029	1	0	0	0	0
SRR5207236_k141_2191829	SRR5207236	k141_2191829	NRPS	NRP-metallophore	0	12069	1	0	0	0	0
SRR5207236_k141_2191829	SRR5207236	k141_2191829	NRPS	NRP-metallophore	0	12069	1	0	0	0	0
SRR5207236_k141_2191829	SRR5207236	k141_2191829	NRPS	NRP-metallophore	0	12069	1	0	0	0	0
SRR5207236_k141_7855249	SRR5207236	k141_7855249	PKS	HR-T2PKS	1617	3815	0	1	0	0	0
SRR5207236_k141_873319	SRR5207236	k141_873319	other	indole	14787	16797	0	0	0	1	0
SRR5207236_k141_8534914	SRR5207236	k141_8534914	RiPP	RRE-containing	73060	73495	0	0	1	0	0
SRR5207236_k141_10553951	SRR5207236	k141_10553951	NRPS	NRPS-like	5049	7851	1	0	0	0	0
SRR5207236_k141_4561318	SRR5207236	k141_4561318	RiPP	lassopeptide	2872	5175	0	0	1	0	0
SRR5207236_k141_9555703	SRR5207236	k141_9555703	NRPS	NRPS-like	347	2864	1	0	0	0	0
SRR5207236_k141_576864	SRR5207236	k141_576864	PKS	T3PKS	4739	5765	0	1	0	0	0
SRR5207236_k141_3242797	SRR5207236	k141_3242797	NRPS	NAPAA	5985	10351	1	0	0	0	0
SRR5207236_k141_1580064	SRR5207236	k141_1580064	terpene	terpene	24	8038	0	0	0	0	1
SRR5207236_k141_262790	SRR5207236	k141_262790	RiPP	ranthipeptide	2385	3957	0	0	1	0	0
SRR5207236_k141_6261456	SRR5207236	k141_6261456	PKS	T3PKS	1603	2698	0	1	0	0	0
SRR5207236_k141_10304754	SRR5207236	k141_10304754	other	betalactone	9404	15181	0	0	0	1	0
SRR5207236_k141_10305432	SRR5207236	k141_10305432	RiPP	RiPP-like	310	1087	0	0	1	0	0
